"Timestamp","Temperature_Celsius(°C)","Relative_Humidity(%)","Absolute_Humidity(g/m³)","DPT_Celsius(°C)","VPD(kPa)"
"Apr 13, 2024 17:58:00","16.9","56","8.1","8.1","0.85"
"Apr 13, 2024 17:59:00","16.9","56","8.1","8.1","0.85"
"Apr 13, 2024 18:00:00","17.0","56","8.1","8.2","0.85"
"Apr 13, 2024 18:01:00","17.1","56","8.2","8.2","0.86"
"Apr 13, 2024 18:02:00","17.1","56","8.2","8.2","0.86"
"Apr 13, 2024 18:03:00","17.1","56","8.2","8.2","0.86"
"Apr 13, 2024 18:04:00","17.1","56","8.2","8.2","0.86"
"Apr 13, 2024 18:05:00","17.0","56","8.1","8.2","0.85"
"Apr 13, 2024 18:06:00","17.0","56","8.1","8.2","0.85"
"Apr 13, 2024 18:07:00","17.2","56","8.2","8.3","0.86"
"Apr 13, 2024 18:08:00","17.4","56","8.3","8.5","0.87"
"Apr 13, 2024 18:09:00","17.5","56","8.3","8.6","0.88"
"Apr 13, 2024 18:10:00","17.5","56","8.3","8.6","0.88"
"Apr 13, 2024 18:11:00","17.5","56","8.3","8.6","0.88"
"Apr 13, 2024 18:12:00","17.5","56","8.3","8.6","0.88"
"Apr 13, 2024 18:13:00","17.4","56","8.3","8.5","0.87"
"Apr 13, 2024 18:14:00","17.2","56","8.2","8.3","0.86"
"Apr 13, 2024 18:15:00","17.1","56","8.2","8.2","0.86"
"Apr 13, 2024 18:16:00","16.9","56","8.1","8.1","0.85"
"Apr 13, 2024 18:17:00","16.9","56","8.1","8.1","0.85"
"Apr 13, 2024 18:18:00","16.9","56","8.1","8.1","0.85"
"Apr 13, 2024 18:19:00","16.9","56","8.1","8.1","0.85"
"Apr 13, 2024 18:20:00","16.9","56","8.1","8.1","0.85"
"Apr 13, 2024 18:21:00","16.8","57","8.2","8.2","0.82"
"Apr 13, 2024 18:22:00","16.7","57","8.1","8.1","0.82"
"Apr 13, 2024 18:23:00","16.7","57","8.1","8.1","0.82"
"Apr 13, 2024 18:24:00","16.6","57","8.1","8.0","0.81"
"Apr 13, 2024 18:25:00","16.6","58","8.2","8.3","0.79"
"Apr 13, 2024 18:26:00","16.5","58","8.1","8.2","0.79"
"Apr 13, 2024 18:27:00","16.5","58","8.1","8.2","0.79"
"Apr 13, 2024 18:28:00","16.4","58","8.1","8.1","0.78"
"Apr 13, 2024 18:29:00","16.4","58","8.1","8.1","0.78"
"Apr 13, 2024 18:30:00","16.4","58","8.1","8.1","0.78"
"Apr 13, 2024 18:31:00","16.4","58","8.1","8.1","0.78"
"Apr 13, 2024 18:32:00","16.4","61","8.5","8.9","0.73"
"Apr 13, 2024 18:33:00","16.4","61","8.5","8.9","0.73"
"Apr 13, 2024 18:34:00","16.4","59","8.2","8.4","0.76"
"Apr 13, 2024 18:35:00","16.3","59","8.2","8.3","0.76"
"Apr 13, 2024 18:36:00","16.3","59","8.2","8.3","0.76"
"Apr 13, 2024 18:37:00","16.2","58","8.0","7.9","0.77"
"Apr 13, 2024 18:38:00","16.1","58","8.0","7.8","0.77"
"Apr 13, 2024 18:39:00","16.0","58","7.9","7.7","0.76"
"Apr 13, 2024 18:40:00","16.0","58","7.9","7.7","0.76"
"Apr 13, 2024 18:41:00","15.9","58","7.8","7.6","0.76"
"Apr 13, 2024 18:42:00","15.8","57","7.7","7.3","0.77"
"Apr 13, 2024 18:43:00","15.8","57","7.7","7.3","0.77"
"Apr 13, 2024 18:44:00","15.8","59","7.9","7.8","0.74"
"Apr 13, 2024 18:45:00","15.8","59","7.9","7.8","0.74"
"Apr 13, 2024 18:46:00","15.7","59","7.9","7.7","0.73"
"Apr 13, 2024 18:47:00","15.7","58","7.8","7.5","0.75"
"Apr 13, 2024 18:48:00","15.7","58","7.8","7.5","0.75"
"Apr 13, 2024 18:49:00","15.6","58","7.7","7.4","0.74"
"Apr 13, 2024 18:50:00","15.6","59","7.8","7.6","0.73"
"Apr 13, 2024 18:51:00","15.6","59","7.8","7.6","0.73"
"Apr 13, 2024 18:52:00","15.5","59","7.8","7.5","0.72"
"Apr 13, 2024 18:53:00","15.5","59","7.8","7.5","0.72"
"Apr 13, 2024 18:54:00","15.5","59","7.8","7.5","0.72"
"Apr 13, 2024 18:55:00","15.4","59","7.8","7.4","0.72"
"Apr 13, 2024 18:56:00","15.4","59","7.8","7.4","0.72"
"Apr 13, 2024 18:57:00","15.4","59","7.8","7.4","0.72"
"Apr 13, 2024 18:58:00","15.4","59","7.8","7.4","0.72"
"Apr 13, 2024 18:59:00","15.3","59","7.7","7.3","0.71"
"Apr 13, 2024 19:00:00","15.3","59","7.7","7.3","0.71"
"Apr 13, 2024 19:01:00","15.2","59","7.7","7.2","0.71"
"Apr 13, 2024 19:02:00","15.2","59","7.7","7.2","0.71"
"Apr 13, 2024 19:03:00","15.2","59","7.7","7.2","0.71"
"Apr 13, 2024 19:04:00","15.1","59","7.6","7.1","0.70"
"Apr 13, 2024 19:05:00","15.1","59","7.6","7.1","0.70"
"Apr 13, 2024 19:06:00","15.0","59","7.6","7.0","0.70"
"Apr 13, 2024 19:07:00","15.0","59","7.6","7.0","0.70"
"Apr 13, 2024 19:08:00","15.0","59","7.6","7.0","0.70"
"Apr 13, 2024 19:09:00","14.9","59","7.5","7.0","0.69"
"Apr 13, 2024 19:10:00","14.9","59","7.5","7.0","0.69"
"Apr 13, 2024 19:11:00","14.9","59","7.5","7.0","0.69"
"Apr 13, 2024 19:12:00","14.8","59","7.5","6.9","0.69"
"Apr 13, 2024 19:13:00","14.8","60","7.6","7.1","0.67"
"Apr 13, 2024 19:14:00","14.8","60","7.6","7.1","0.67"
"Apr 13, 2024 19:15:00","14.8","60","7.6","7.1","0.67"
"Apr 13, 2024 19:16:00","14.7","60","7.5","7.0","0.67"
"Apr 13, 2024 19:17:00","14.7","60","7.5","7.0","0.67"
"Apr 13, 2024 19:18:00","14.7","60","7.5","7.0","0.67"
"Apr 13, 2024 19:19:00","14.7","62","7.8","7.5","0.64"
"Apr 13, 2024 19:20:00","14.7","62","7.8","7.5","0.64"
"Apr 13, 2024 19:21:00","14.7","62","7.8","7.5","0.64"
"Apr 13, 2024 19:22:00","14.7","63","7.9","7.7","0.62"
"Apr 13, 2024 19:23:00","14.7","63","7.9","7.7","0.62"
"Apr 13, 2024 19:24:00","14.7","63","7.9","7.7","0.62"
"Apr 13, 2024 19:25:00","14.6","63","7.9","7.6","0.61"
"Apr 13, 2024 19:26:00","14.6","63","7.9","7.6","0.61"
"Apr 13, 2024 19:27:00","14.6","63","7.9","7.6","0.61"
"Apr 13, 2024 19:28:00","14.5","63","7.8","7.5","0.61"
"Apr 13, 2024 19:29:00","14.5","63","7.8","7.5","0.61"
"Apr 13, 2024 19:30:00","14.4","63","7.8","7.4","0.61"
"Apr 13, 2024 19:31:00","14.4","63","7.8","7.4","0.61"
"Apr 13, 2024 19:32:00","14.4","63","7.8","7.4","0.61"
"Apr 13, 2024 19:33:00","14.3","63","7.7","7.3","0.60"
"Apr 13, 2024 19:34:00","14.3","63","7.7","7.3","0.60"
"Apr 13, 2024 19:35:00","14.3","63","7.7","7.3","0.60"
"Apr 13, 2024 19:36:00","14.2","63","7.7","7.3","0.60"
"Apr 13, 2024 19:37:00","14.2","63","7.7","7.3","0.60"
"Apr 13, 2024 19:38:00","14.2","63","7.7","7.3","0.60"
"Apr 13, 2024 19:39:00","14.2","63","7.7","7.3","0.60"
"Apr 13, 2024 19:40:00","14.2","63","7.7","7.3","0.60"
"Apr 13, 2024 19:41:00","14.1","63","7.7","7.2","0.60"
"Apr 13, 2024 19:42:00","14.1","63","7.7","7.2","0.60"
"Apr 13, 2024 19:43:00","14.1","63","7.7","7.2","0.60"
"Apr 13, 2024 19:44:00","14.0","63","7.6","7.1","0.59"
"Apr 13, 2024 19:45:00","14.0","63","7.6","7.1","0.59"
"Apr 13, 2024 19:46:00","14.0","63","7.6","7.1","0.59"
"Apr 13, 2024 19:47:00","13.9","63","7.5","7.0","0.59"
"Apr 13, 2024 19:48:00","13.9","63","7.5","7.0","0.59"
"Apr 13, 2024 19:49:00","13.9","63","7.5","7.0","0.59"
"Apr 13, 2024 19:50:00","13.8","64","7.6","7.1","0.57"
"Apr 13, 2024 19:51:00","13.8","64","7.6","7.1","0.57"
"Apr 13, 2024 19:52:00","13.8","65","7.7","7.3","0.55"
"Apr 13, 2024 19:53:00","13.8","65","7.7","7.3","0.55"
"Apr 13, 2024 19:54:00","13.7","65","7.7","7.2","0.55"
"Apr 13, 2024 19:55:00","13.6","65","7.7","7.1","0.55"
"Apr 13, 2024 19:56:00","13.5","65","7.6","7.0","0.54"
"Apr 13, 2024 19:57:00","13.4","65","7.6","6.9","0.54"
"Apr 13, 2024 19:58:00","13.4","65","7.6","6.9","0.54"
"Apr 13, 2024 19:59:00","13.4","65","7.6","6.9","0.54"
"Apr 13, 2024 20:00:00","13.4","65","7.6","6.9","0.54"
"Apr 13, 2024 20:01:00","13.4","65","7.6","6.9","0.54"
"Apr 13, 2024 20:02:00","13.3","66","7.6","7.1","0.52"
"Apr 13, 2024 20:03:00","13.3","66","7.6","7.1","0.52"
"Apr 13, 2024 20:04:00","13.3","66","7.6","7.1","0.52"
"Apr 13, 2024 20:05:00","13.3","66","7.6","7.1","0.52"
"Apr 13, 2024 20:06:00","13.3","66","7.6","7.1","0.52"
"Apr 13, 2024 20:07:00","13.3","66","7.6","7.1","0.52"
"Apr 13, 2024 20:08:00","13.3","66","7.6","7.1","0.52"
"Apr 13, 2024 20:09:00","13.2","66","7.6","7.0","0.52"
"Apr 13, 2024 20:10:00","13.2","66","7.6","7.0","0.52"
"Apr 13, 2024 20:11:00","13.1","67","7.7","7.1","0.50"
"Apr 13, 2024 20:12:00","13.0","67","7.6","7.0","0.49"
"Apr 13, 2024 20:13:00","13.0","67","7.6","7.0","0.49"
"Apr 13, 2024 20:14:00","12.9","67","7.5","6.9","0.49"
"Apr 13, 2024 20:15:00","12.9","69","7.8","7.3","0.46"
"Apr 13, 2024 20:16:00","12.7","69","7.7","7.2","0.46"
"Apr 13, 2024 20:17:00","12.7","69","7.7","7.2","0.46"
"Apr 13, 2024 20:18:00","12.6","69","7.6","7.1","0.45"
"Apr 13, 2024 20:19:00","12.6","69","7.6","7.1","0.45"
"Apr 13, 2024 20:20:00","12.5","70","7.7","7.2","0.43"
"Apr 13, 2024 20:21:00","12.5","70","7.7","7.2","0.43"
"Apr 13, 2024 20:22:00","12.4","70","7.7","7.1","0.43"
"Apr 13, 2024 20:23:00","12.3","70","7.6","7.0","0.43"
"Apr 13, 2024 20:24:00","12.2","70","7.5","6.9","0.43"
"Apr 13, 2024 20:25:00","12.2","70","7.5","6.9","0.43"
"Apr 13, 2024 20:26:00","12.2","70","7.5","6.9","0.43"
"Apr 13, 2024 20:27:00","12.1","70","7.5","6.8","0.42"
"Apr 13, 2024 20:28:00","12.0","70","7.5","6.7","0.42"
"Apr 13, 2024 20:29:00","12.0","70","7.5","6.7","0.42"
"Apr 13, 2024 20:30:00","11.9","70","7.4","6.6","0.42"
"Apr 13, 2024 20:31:00","11.9","70","7.4","6.6","0.42"
"Apr 13, 2024 20:32:00","11.9","70","7.4","6.6","0.42"
"Apr 13, 2024 20:33:00","11.8","71","7.5","6.7","0.40"
"Apr 13, 2024 20:34:00","11.8","71","7.5","6.7","0.40"
"Apr 13, 2024 20:35:00","11.7","71","7.4","6.6","0.40"
"Apr 13, 2024 20:36:00","11.7","71","7.4","6.6","0.40"
"Apr 13, 2024 20:37:00","11.6","71","7.4","6.5","0.40"
"Apr 13, 2024 20:38:00","11.6","71","7.4","6.5","0.40"
"Apr 13, 2024 20:39:00","11.5","71","7.3","6.4","0.39"
"Apr 13, 2024 20:40:00","11.4","72","7.4","6.5","0.38"
"Apr 13, 2024 20:41:00","11.4","72","7.4","6.5","0.38"
"Apr 13, 2024 20:42:00","11.3","72","7.3","6.4","0.37"
"Apr 13, 2024 20:43:00","11.3","72","7.3","6.4","0.37"
"Apr 13, 2024 20:44:00","11.2","72","7.3","6.3","0.37"
"Apr 13, 2024 20:45:00","11.2","72","7.3","6.3","0.37"
"Apr 13, 2024 20:46:00","11.2","72","7.3","6.3","0.37"
"Apr 13, 2024 20:47:00","11.1","72","7.2","6.2","0.37"
"Apr 13, 2024 20:48:00","11.1","72","7.2","6.2","0.37"
"Apr 13, 2024 20:49:00","11.1","72","7.2","6.2","0.37"
"Apr 13, 2024 20:50:00","11.0","72","7.2","6.1","0.37"
"Apr 13, 2024 20:51:00","11.0","72","7.2","6.1","0.37"
"Apr 13, 2024 20:52:00","11.0","73","7.3","6.3","0.35"
"Apr 13, 2024 20:53:00","10.9","73","7.3","6.2","0.35"
"Apr 13, 2024 20:54:00","10.9","73","7.3","6.2","0.35"
"Apr 13, 2024 20:55:00","10.9","73","7.3","6.2","0.35"
"Apr 13, 2024 20:56:00","10.8","73","7.2","6.2","0.35"
"Apr 13, 2024 20:57:00","10.8","73","7.2","6.2","0.35"
"Apr 13, 2024 20:58:00","10.8","73","7.2","6.2","0.35"
"Apr 13, 2024 20:59:00","10.7","75","7.4","6.4","0.32"
"Apr 13, 2024 21:00:00","10.7","75","7.4","6.4","0.32"
"Apr 13, 2024 21:01:00","10.6","75","7.3","6.3","0.32"
"Apr 13, 2024 21:02:00","10.6","75","7.3","6.3","0.32"
"Apr 13, 2024 21:03:00","10.6","75","7.3","6.3","0.32"
"Apr 13, 2024 21:04:00","10.5","74","7.2","6.1","0.33"
"Apr 13, 2024 21:05:00","10.5","74","7.2","6.1","0.33"
"Apr 13, 2024 21:06:00","10.4","74","7.1","6.0","0.33"
"Apr 13, 2024 21:07:00","10.4","74","7.1","6.0","0.33"
"Apr 13, 2024 21:08:00","10.4","74","7.1","6.0","0.33"
"Apr 13, 2024 21:09:00","10.3","74","7.1","5.9","0.33"
"Apr 13, 2024 21:10:00","10.3","74","7.1","5.9","0.33"
"Apr 13, 2024 21:11:00","10.3","74","7.1","5.9","0.33"
"Apr 13, 2024 21:12:00","10.2","74","7.0","5.8","0.32"
"Apr 13, 2024 21:13:00","10.2","74","7.0","5.8","0.32"
"Apr 13, 2024 21:14:00","10.2","74","7.0","5.8","0.32"
"Apr 13, 2024 21:15:00","10.2","74","7.0","5.8","0.32"
"Apr 13, 2024 21:16:00","10.1","74","7.0","5.7","0.32"
"Apr 13, 2024 21:17:00","10.1","74","7.0","5.7","0.32"
"Apr 13, 2024 21:18:00","10.1","74","7.0","5.7","0.32"
"Apr 13, 2024 21:19:00","10.0","74","7.0","5.6","0.32"
"Apr 13, 2024 21:20:00","10.0","75","7.0","5.8","0.31"
"Apr 13, 2024 21:21:00","10.0","75","7.0","5.8","0.31"
"Apr 13, 2024 21:22:00","9.9","75","7.0","5.7","0.30"
"Apr 13, 2024 21:23:00","9.9","75","7.0","5.7","0.30"
"Apr 13, 2024 21:24:00","9.8","75","7.0","5.6","0.30"
"Apr 13, 2024 21:25:00","9.8","75","7.0","5.6","0.30"
"Apr 13, 2024 21:26:00","9.8","75","7.0","5.6","0.30"
"Apr 13, 2024 21:27:00","9.8","76","7.0","5.8","0.29"
"Apr 13, 2024 21:28:00","9.7","76","7.0","5.7","0.29"
"Apr 13, 2024 21:29:00","9.7","76","7.0","5.7","0.29"
"Apr 13, 2024 21:30:00","9.7","76","7.0","5.7","0.29"
"Apr 13, 2024 21:31:00","9.6","76","7.0","5.6","0.29"
"Apr 13, 2024 21:32:00","9.6","76","7.0","5.6","0.29"
"Apr 13, 2024 21:33:00","9.6","76","7.0","5.6","0.29"
"Apr 13, 2024 21:34:00","9.6","76","7.0","5.6","0.29"
"Apr 13, 2024 21:35:00","9.5","76","6.9","5.5","0.28"
"Apr 13, 2024 21:36:00","9.5","77","7.0","5.7","0.27"
"Apr 13, 2024 21:37:00","9.5","77","7.0","5.7","0.27"
"Apr 13, 2024 21:38:00","9.4","77","7.0","5.6","0.27"
"Apr 13, 2024 21:39:00","9.4","77","7.0","5.6","0.27"
"Apr 13, 2024 21:40:00","9.4","78","7.0","5.8","0.26"
"Apr 13, 2024 21:41:00","9.4","78","7.0","5.8","0.26"
"Apr 13, 2024 21:42:00","9.3","78","7.0","5.7","0.26"
"Apr 13, 2024 21:43:00","9.3","78","7.0","5.7","0.26"
"Apr 13, 2024 21:44:00","9.3","78","7.0","5.7","0.26"
"Apr 13, 2024 21:45:00","9.2","78","7.0","5.6","0.26"
"Apr 13, 2024 21:46:00","9.2","78","7.0","5.6","0.26"
"Apr 13, 2024 21:47:00","9.2","78","7.0","5.6","0.26"
"Apr 13, 2024 21:48:00","9.2","78","7.0","5.6","0.26"
"Apr 13, 2024 21:49:00","9.2","78","7.0","5.6","0.26"
"Apr 13, 2024 21:50:00","9.1","78","6.9","5.5","0.25"
"Apr 13, 2024 21:51:00","9.1","78","6.9","5.5","0.25"
"Apr 13, 2024 21:52:00","9.1","78","6.9","5.5","0.25"
"Apr 13, 2024 21:53:00","9.1","78","6.9","5.5","0.25"
"Apr 13, 2024 21:54:00","9.1","78","6.9","5.5","0.25"
"Apr 13, 2024 21:55:00","9.0","78","6.9","5.4","0.25"
"Apr 13, 2024 21:56:00","9.0","78","6.9","5.4","0.25"
"Apr 13, 2024 21:57:00","9.0","78","6.9","5.4","0.25"
"Apr 13, 2024 21:58:00","9.0","76","6.7","5.0","0.28"
"Apr 13, 2024 21:59:00","9.0","76","6.7","5.0","0.28"
"Apr 13, 2024 22:00:00","9.0","78","6.9","5.4","0.25"
"Apr 13, 2024 22:01:00","8.9","78","6.8","5.3","0.25"
"Apr 13, 2024 22:02:00","8.9","78","6.8","5.3","0.25"
"Apr 13, 2024 22:03:00","8.9","78","6.8","5.3","0.25"
"Apr 13, 2024 22:04:00","8.8","78","6.8","5.2","0.25"
"Apr 13, 2024 22:05:00","8.8","78","6.8","5.2","0.25"
"Apr 13, 2024 22:06:00","8.8","78","6.8","5.2","0.25"
"Apr 13, 2024 22:07:00","8.7","78","6.8","5.1","0.25"
"Apr 13, 2024 22:08:00","8.7","78","6.8","5.1","0.25"
"Apr 13, 2024 22:09:00","8.7","78","6.8","5.1","0.25"
"Apr 13, 2024 22:10:00","8.7","78","6.8","5.1","0.25"
"Apr 13, 2024 22:11:00","8.7","78","6.8","5.1","0.25"
"Apr 13, 2024 22:12:00","8.6","78","6.7","5.0","0.25"
"Apr 13, 2024 22:13:00","8.6","79","6.8","5.2","0.23"
"Apr 13, 2024 22:14:00","8.6","79","6.8","5.2","0.23"
"Apr 13, 2024 22:15:00","8.6","79","6.8","5.2","0.23"
"Apr 13, 2024 22:16:00","8.5","79","6.7","5.1","0.23"
"Apr 13, 2024 22:17:00","8.5","79","6.7","5.1","0.23"
"Apr 13, 2024 22:18:00","8.5","79","6.7","5.1","0.23"
"Apr 13, 2024 22:19:00","8.5","79","6.7","5.1","0.23"
"Apr 13, 2024 22:20:00","8.4","79","6.7","5.0","0.23"
"Apr 13, 2024 22:21:00","8.4","79","6.7","5.0","0.23"
"Apr 13, 2024 22:22:00","8.4","79","6.7","5.0","0.23"
"Apr 13, 2024 22:23:00","8.4","79","6.7","5.0","0.23"
"Apr 13, 2024 22:24:00","8.3","79","6.7","4.9","0.23"
"Apr 13, 2024 22:25:00","8.3","79","6.7","4.9","0.23"
"Apr 13, 2024 22:26:00","8.3","79","6.7","4.9","0.23"
"Apr 13, 2024 22:27:00","8.3","79","6.7","4.9","0.23"
"Apr 13, 2024 22:28:00","8.2","79","6.6","4.8","0.23"
"Apr 13, 2024 22:29:00","8.2","79","6.6","4.8","0.23"
"Apr 13, 2024 22:30:00","8.2","79","6.6","4.8","0.23"
"Apr 13, 2024 22:31:00","8.1","79","6.6","4.7","0.23"
"Apr 13, 2024 22:32:00","8.1","79","6.6","4.7","0.23"
"Apr 13, 2024 22:33:00","8.1","79","6.6","4.7","0.23"
"Apr 13, 2024 22:34:00","8.1","79","6.6","4.7","0.23"
"Apr 13, 2024 22:35:00","8.0","79","6.5","4.6","0.23"
"Apr 13, 2024 22:36:00","8.0","79","6.5","4.6","0.23"
"Apr 13, 2024 22:37:00","8.0","79","6.5","4.6","0.23"
"Apr 13, 2024 22:38:00","8.0","79","6.5","4.6","0.23"
"Apr 13, 2024 22:39:00","7.9","79","6.5","4.5","0.22"
"Apr 13, 2024 22:40:00","7.9","79","6.5","4.5","0.22"
"Apr 13, 2024 22:41:00","7.9","79","6.5","4.5","0.22"
"Apr 13, 2024 22:42:00","7.9","79","6.5","4.5","0.22"
"Apr 13, 2024 22:43:00","7.8","80","6.5","4.6","0.21"
"Apr 13, 2024 22:44:00","7.8","80","6.5","4.6","0.21"
"Apr 13, 2024 22:45:00","7.8","80","6.5","4.6","0.21"
"Apr 13, 2024 22:46:00","7.7","80","6.5","4.5","0.21"
"Apr 13, 2024 22:47:00","7.7","80","6.5","4.5","0.21"
"Apr 13, 2024 22:48:00","7.7","80","6.5","4.5","0.21"
"Apr 13, 2024 22:49:00","7.7","80","6.5","4.5","0.21"
"Apr 13, 2024 22:50:00","7.7","80","6.5","4.5","0.21"
"Apr 13, 2024 22:51:00","7.6","80","6.4","4.4","0.21"
"Apr 13, 2024 22:52:00","7.6","80","6.4","4.4","0.21"
"Apr 13, 2024 22:53:00","7.6","80","6.4","4.4","0.21"
"Apr 13, 2024 22:54:00","7.6","80","6.4","4.4","0.21"
"Apr 13, 2024 22:55:00","7.5","80","6.4","4.3","0.21"
"Apr 13, 2024 22:56:00","7.5","80","6.4","4.3","0.21"
"Apr 13, 2024 22:57:00","7.5","80","6.4","4.3","0.21"
"Apr 13, 2024 22:58:00","7.5","80","6.4","4.3","0.21"
"Apr 13, 2024 22:59:00","7.4","80","6.4","4.2","0.21"
"Apr 13, 2024 23:00:00","7.4","80","6.4","4.2","0.21"
"Apr 13, 2024 23:01:00","7.4","80","6.4","4.2","0.21"
"Apr 13, 2024 23:02:00","7.4","81","6.4","4.4","0.20"
"Apr 13, 2024 23:03:00","7.4","81","6.4","4.4","0.20"
"Apr 13, 2024 23:04:00","7.3","81","6.4","4.3","0.19"
"Apr 13, 2024 23:05:00","7.3","81","6.4","4.3","0.19"
"Apr 13, 2024 23:06:00","7.3","81","6.4","4.3","0.19"
"Apr 13, 2024 23:07:00","7.3","81","6.4","4.3","0.19"
"Apr 13, 2024 23:08:00","7.3","81","6.4","4.3","0.19"
"Apr 13, 2024 23:09:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:10:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:11:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:12:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:13:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:14:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:15:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:16:00","7.2","81","6.4","4.2","0.19"
"Apr 13, 2024 23:17:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:18:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:19:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:20:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:21:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:22:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:23:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:24:00","7.1","81","6.3","4.1","0.19"
"Apr 13, 2024 23:25:00","7.0","81","6.3","4.0","0.19"
"Apr 13, 2024 23:26:00","7.0","81","6.3","4.0","0.19"
"Apr 13, 2024 23:27:00","7.0","81","6.3","4.0","0.19"
"Apr 13, 2024 23:28:00","7.0","81","6.3","4.0","0.19"
"Apr 13, 2024 23:29:00","7.0","81","6.3","4.0","0.19"
"Apr 13, 2024 23:30:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:31:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:32:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:33:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:34:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:35:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:36:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:37:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:38:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:39:00","7.0","82","6.3","4.1","0.18"
"Apr 13, 2024 23:40:00","6.9","82","6.3","4.0","0.18"
"Apr 13, 2024 23:41:00","6.9","82","6.3","4.0","0.18"
"Apr 13, 2024 23:42:00","6.9","82","6.3","4.0","0.18"
"Apr 13, 2024 23:43:00","6.9","82","6.3","4.0","0.18"
"Apr 13, 2024 23:44:00","6.9","82","6.3","4.0","0.18"
"Apr 13, 2024 23:45:00","6.9","82","6.3","4.0","0.18"
